time,x,y,z,vx,vy,vz,psi,theta,phi,omega_x,omega_y,omega_z,q1,q2,q3,q4,q5,q6,q7,qdot1,qdot2,qdot3,qdot4,qdot5,qdot6,qdot7,qddot1,qddot2,qddot3,qddot4,qddot5,qddot6,qddot7,tau1,tau2,tau3,tau4,tau5,tau6,tau7,r1,r2,r3,r4,r5,r6,r7,r8,r9
0.000000,1.104033,-1.269496,0.471935,-0.000000,0.000000,-0.000000,-0.785400,-0.349100,3.141600,0.000000,0.000000,-0.000000,-0.785398,2.356194,0.000000,-1.570796,0.000000,2.705260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,82.778172,3.819877,-35.072462,-1.063257,17.703573,0.000044,0.664454,-0.707106,0.241872,-0.664456,-0.707107,-0.241863,0.342052,-0.000007,-0.939681
0.010000,1.104033,-1.269496,0.471935,-0.000000,0.000001,-0.000001,-0.785400,-0.349100,3.141600,0.000000,0.000001,-0.000002,-0.784123,2.356376,-0.001096,-1.570653,0.001318,2.705222,-0.000460,0.127487,0.018124,-0.109588,0.014337,0.131834,-0.003788,-0.045996,12.748723,1.812369,-10.958766,1.433701,13.183398,-0.378774,-4.599595,24.147435,82.277882,9.980414,-35.718754,-1.055877,17.735118,0.000046,0.664454,-0.707106,0.241872,-0.664456,-0.707107,-0.241863,0.342052,-0.000007,-0.939681
0.020000,1.104033,-1.269496,0.471935,-0.000001,0.000002,-0.000003,-0.785400,-0.349100,3.141600,0.000000,0.000006,-0.000006,-0.782856,2.356555,-0.002186,-1.570511,0.002629,2.705184,-0.000917,0.126761,0.017928,-0.108974,0.014162,0.131033,-0.003893,-0.045721,-0.072628,-0.019593,0.061410,-0.017481,-0.080091,-0.010575,0.027488,-0.141301,82.771915,3.741371,-35.067927,-1.066068,17.702934,0.000044,0.664454,-0.707106,0.241872,-0.664456,-0.707107,-0.241863,0.342052,-0.000007,-0.939681
0.030000,1.104033,-1.269496,0.471935,-0.000003,0.000005,-0.000006,-0.785400,-0.349100,3.141600,0.000000,0.000013,-0.000014,-0.781595,2.356732,-0.003269,-1.570371,0.003931,2.705144,-0.001372,0.126039,0.017737,-0.108365,0.013994,0.130235,-0.003997,-0.045444,-0.072196,-0.019093,0.060819,-0.016789,-0.079838,-0.010379,0.027728,-0.140529,82.767069,3.700146,-35.066639,-1.068789,17.702753,0.000045,0.664453,-0.707106,0.241872,-0.664456,-0.707107,-0.241863,0.342052,-0.000007,-0.939681
0.040000,1.104033,-1.269496,0.471935,-0.000005,0.000008,-0.000011,-0.785400,-0.349100,3.141600,0.000000,0.000023,-0.000026,-0.780342,2.356908,-0.004347,-1.570233,0.005225,2.705103,-0.001823,0.125321,0.017551,-0.107763,0.013833,0.129439,-0.004099,-0.045164,-0.071763,-0.018596,0.060229,-0.016098,-0.079587,-0.010184,0.027968,-0.139756,82.762216,3.659171,-35.065329,-1.071493,17.702572,0.000045,0.664453,-0.707107,0.241872,-0.664456,-0.707107,-0.241863,0.342052,-0.000007,-0.939681
0.050000,1.104033,-1.269496,0.471934,-0.000008,0.000013,-0.000017,-0.785401,-0.349100,3.141600,0.000001,0.000037,-0.000040,-0.779096,2.357082,-0.005419,-1.570096,0.006512,2.705061,-0.002272,0.124608,0.017370,-0.107167,0.013679,0.128645,-0.004199,-0.044882,-0.071327,-0.018102,0.059639,-0.015408,-0.079338,-0.009992,0.028207,-0.138983,82.757355,3.618446,-35.063998,-1.074181,17.702392,0.000045,0.664453,-0.707107,0.241871,-0.664456,-0.707107,-0.241863,0.342052,-0.000006,-0.939681
0.060000,1.104033,-1.269496,0.471934,-0.000011,0.000018,-0.000024,-0.785401,-0.349099,3.141599,0.000001,0.000053,-0.000057,-0.777857,2.357254,-0.006484,-1.569961,0.007790,2.705018,-0.002718,0.123899,0.017194,-0.106576,0.013532,0.127855,-0.004297,-0.044598,-0.070891,-0.017612,0.059050,-0.014720,-0.079091,-0.009802,0.028447,-0.138209,82.752486,3.577968,-35.062646,-1.076852,17.702212,0.000045,0.664453,-0.707107,0.241871,-0.664457,-0.707106,-0.241863,0.342052,-0.000006,-0.939681
0.070000,1.104033,-1.269496,0.471934,-0.000015,0.000025,-0.000033,-0.785401,-0.349099,3.141599,0.000001,0.000072,-0.000078,-0.776625,2.357424,-0.007544,-1.569827,0.009061,2.704974,-0.003161,0.123195,0.017023,-0.105992,0.013392,0.127066,-0.004393,-0.044311,-0.070452,-0.017124,0.058461,-0.014034,-0.078846,-0.009614,0.028687,-0.137435,82.747607,3.537736,-35.061274,-1.079506,17.702032,0.000045,0.664453,-0.707108,0.241870,-0.664457,-0.707106,-0.241863,0.342051,-0.000006,-0.939681
0.080000,1.104033,-1.269496,0.471934,-0.000019,0.000033,-0.000043,-0.785402,-0.349098,3.141598,0.000002,0.000094,-0.000102,-0.775400,2.357592,-0.008598,-1.569694,0.010324,2.704929,-0.003601,0.122495,0.016856,-0.105413,0.013258,0.126280,-0.004487,-0.044021,-0.070013,-0.016640,0.057874,-0.013349,-0.078602,-0.009427,0.028927,-0.136660,82.742717,3.497748,-35.059881,-1.082141,17.701854,0.000045,0.664453,-0.707108,0.241869,-0.664458,-0.707105,-0.241863,0.342051,-0.000005,-0.939682
0.090000,1.104033,-1.269495,0.471933,-0.000025,0.000041,-0.000054,-0.785403,-0.349097,3.141597,0.000002,0.000119,-0.000129,-0.774182,2.357759,-0.009647,-1.569563,0.011579,2.704883,-0.004039,0.121799,0.016695,-0.104840,0.013132,0.125496,-0.004580,-0.043730,-0.069572,-0.016159,0.057287,-0.012666,-0.078361,-0.009243,0.029167,-0.135885,82.737815,3.458000,-35.058469,-1.084757,17.701676,0.000045,0.664452,-0.707109,0.241868,-0.664459,-0.707105,-0.241864,0.342050,-0.000004,-0.939682
0.100000,1.104032,-1.269495,0.471933,-0.000030,0.000051,-0.000066,-0.785404,-0.349096,3.141596,0.000003,0.000147,-0.000160,-0.772971,2.357925,-0.010689,-1.569433,0.012826,2.704836,-0.004473,0.121108,0.016538,-0.104273,0.013012,0.124715,-0.004671,-0.043436,-0.069129,-0.015681,0.056700,-0.011985,-0.078121,-0.009061,0.029407,-0.135110,82.732900,3.418493,-35.057036,-1.087355,17.701499,0.000045,0.664452,-0.707110,0.241866,-0.664460,-0.707103,-0.241864,0.342049,-0.000004,-0.939682
0.110000,1.104032,-1.269494,0.471932,-0.000037,0.000062,-0.000080,-0.785405,-0.349095,3.141595,0.000004,0.000178,-0.000193,-0.771767,2.358088,-0.011727,-1.569304,0.014065,2.704789,-0.004904,0.120421,0.016386,-0.103712,0.012899,0.123936,-0.004759,-0.043139,-0.068686,-0.015205,0.056115,-0.011305,-0.077883,-0.008881,0.029647,-0.134335,82.727972,3.379223,-35.055584,-1.089932,17.701324,0.000046,0.664451,-0.707111,0.241864,-0.664461,-0.707102,-0.241864,0.342048,-0.000002,-0.939683
0.120000,1.104032,-1.269493,0.471931,-0.000044,0.000074,-0.000096,-0.785407,-0.349094,3.141594,0.000004,0.000211,-0.000230,-0.770569,2.358251,-0.012758,-1.569176,0.015297,2.704740,-0.005333,0.119738,0.016238,-0.103157,0.012792,0.123160,-0.004846,-0.042840,-0.068241,-0.014733,0.055530,-0.010627,-0.077647,-0.008702,0.029888,-0.133560,82.723028,3.340189,-35.054112,-1.092490,17.701150,0.000046,0.664450,-0.707113,0.241862,-0.664462,-0.707101,-0.241865,0.342047,-0.000001,-0.939683
0.130000,1.104031,-1.269493,0.471930,-0.000051,0.000087,-0.000112,-0.785409,-0.349092,3.141592,0.000005,0.000248,-0.000270,-0.769379,2.358412,-0.013784,-1.569049,0.016521,2.704691,-0.005758,0.119060,0.016096,-0.102607,0.012693,0.122386,-0.004932,-0.042539,-0.067795,-0.014264,0.054946,-0.009950,-0.077413,-0.008526,0.030128,-0.132785,82.718067,3.301389,-35.052621,-1.095026,17.700977,0.000046,0.664449,-0.707115,0.241859,-0.664464,-0.707099,-0.241865,0.342045,0.000001,-0.939684
0.140000,1.104031,-1.269492,0.471929,-0.000060,0.000100,-0.000130,-0.785411,-0.349090,3.141590,0.000006,0.000288,-0.000313,-0.768195,2.358571,-0.014805,-1.568923,0.017737,2.704641,-0.006181,0.118387,0.015958,-0.102063,0.012600,0.121614,-0.005015,-0.042235,-0.067348,-0.013798,0.054363,-0.009275,-0.077181,-0.008351,0.030368,-0.132009,82.713090,3.262820,-35.051111,-1.097542,17.700806,0.000046,0.664448,-0.707117,0.241856,-0.664466,-0.707097,-0.241866,0.342043,0.000002,-0.939684
0.150000,1.104030,-1.269491,0.471927,-0.000068,0.000115,-0.000149,-0.785414,-0.349088,3.141588,0.000007,0.000330,-0.000359,-0.767018,2.358730,-0.015820,-1.568798,0.018945,2.704590,-0.006600,0.117718,0.015824,-0.101526,0.012514,0.120844,-0.005097,-0.041929,-0.066900,-0.013335,0.053780,-0.008602,-0.076951,-0.008179,0.030608,-0.131234,82.708094,3.224482,-35.049582,-1.100035,17.700636,0.000046,0.664447,-0.707119,0.241852,-0.664468,-0.707095,-0.241867,0.342041,0.000005,-0.939685
0.160000,1.104029,-1.269489,0.471926,-0.000078,0.000131,-0.000170,-0.785417,-0.349086,3.141585,0.000007,0.000376,-0.000408,-0.765847,2.358887,-0.016830,-1.568674,0.020146,2.704538,-0.007016,0.117053,0.015696,-0.100994,0.012435,0.120077,-0.005177,-0.041621,-0.066451,-0.012874,0.053198,-0.007930,-0.076722,-0.008008,0.030849,-0.130458,82.703079,3.186371,-35.048034,-1.102506,17.700468,0.000046,0.664446,-0.707122,0.241848,-0.664471,-0.707092,-0.241868,0.342039,0.000007,-0.939686
0.170000,1.104028,-1.269488,0.471924,-0.000088,0.000148,-0.000192,-0.785420,-0.349083,3.141582,0.000008,0.000424,-0.000461,-0.764683,2.359042,-0.017835,-1.568550,0.021339,2.704485,-0.007429,0.116393,0.015571,-0.100467,0.012362,0.119312,-0.005255,-0.041310,-0.066000,-0.012417,0.052618,-0.007260,-0.076495,-0.007839,0.031089,-0.129683,82.698043,3.148487,-35.046468,-1.104954,17.700302,0.000046,0.664444,-0.707125,0.241843,-0.664474,-0.707089,-0.241869,0.342036,0.000010,-0.939687
0.180000,1.104028,-1.269486,0.471922,-0.000098,0.000166,-0.000215,-0.785424,-0.349079,3.141579,0.000009,0.000476,-0.000517,-0.763526,2.359197,-0.018834,-1.568427,0.022525,2.704432,-0.007839,0.115738,0.015452,-0.099947,0.012296,0.118550,-0.005332,-0.040997,-0.065549,-0.011962,0.052038,-0.006592,-0.076270,-0.007672,0.031330,-0.128908,82.692985,3.110827,-35.044883,-1.107379,17.700139,0.000046,0.664443,-0.707128,0.241838,-0.664477,-0.707085,-0.241870,0.342033,0.000013,-0.939688
0.190000,1.104026,-1.269485,0.471920,-0.000110,0.000185,-0.000240,-0.785428,-0.349076,3.141575,0.000011,0.000530,-0.000576,-0.762375,2.359350,-0.019829,-1.568305,0.023703,2.704378,-0.008246,0.115087,0.015337,-0.099433,0.012237,0.117789,-0.005407,-0.040681,-0.065097,-0.011510,0.051458,-0.005925,-0.076047,-0.007507,0.031570,-0.128133,82.687905,3.073389,-35.043280,-1.109780,17.699977,0.000046,0.664441,-0.707132,0.241832,-0.664480,-0.707081,-0.241871,0.342029,0.000016,-0.939689
0.200000,1.104025,-1.269483,0.471917,-0.000122,0.000205,-0.000266,-0.785433,-0.349072,3.141571,0.000012,0.000587,-0.000638,-0.761231,2.359502,-0.020818,-1.568183,0.024873,2.704323,-0.008650,0.114440,0.015226,-0.098924,0.012184,0.117031,-0.005481,-0.040363,-0.064645,-0.011061,0.050880,-0.005260,-0.075826,-0.007344,0.031811,-0.127358,82.682801,3.036172,-35.041659,-1.112157,17.699818,0.000047,0.664439,-0.707136,0.241825,-0.664485,-0.707077,-0.241872,0.342026,0.000020,-0.939691
0.210000,1.104024,-1.269481,0.471914,-0.000134,0.000226,-0.000293,-0.785438,-0.349067,3.141567,0.000013,0.000647,-0.000703,-0.760093,2.359654,-0.021802,-1.568061,0.026036,2.704268,-0.009050,0.113798,0.015120,-0.098421,0.012138,0.116275,-0.005552,-0.040042,-0.064191,-0.010615,0.050303,-0.004597,-0.075606,-0.007183,0.032051,-0.126583,82.677671,2.999174,-35.040021,-1.114508,17.699661,0.000047,0.664436,-0.707141,0.241818,-0.664489,-0.707072,-0.241874,0.342022,0.000025,-0.939692
0.220000,1.104023,-1.269478,0.471911,-0.000147,0.000248,-0.000321,-0.785443,-0.349062,3.141562,0.000014,0.000710,-0.000772,-0.758961,2.359804,-0.022781,-1.567941,0.027191,2.704212,-0.009447,0.113161,0.015018,-0.097923,0.012099,0.115521,-0.005623,-0.039719,-0.063737,-0.010171,0.049726,-0.003935,-0.075388,-0.007023,0.032292,-0.125809,82.672516,2.962392,-35.038364,-1.116834,17.699507,0.000047,0.664434,-0.707146,0.241810,-0.664494,-0.707067,-0.241875,0.342017,0.000029,-0.939694
0.230000,1.104021,-1.269476,0.471908,-0.000161,0.000271,-0.000351,-0.785450,-0.349057,3.141556,0.000016,0.000776,-0.000843,-0.757836,2.359953,-0.023756,-1.567820,0.028339,2.704155,-0.009841,0.112528,0.014921,-0.097432,0.012066,0.114769,-0.005691,-0.039394,-0.063282,-0.009730,0.049151,-0.003275,-0.075173,-0.006866,0.032533,-0.125035,82.667333,2.925825,-35.036690,-1.119134,17.699355,0.000047,0.664431,-0.707152,0.241801,-0.664499,-0.707062,-0.241877,0.342012,0.000034,-0.939696
0.240000,1.104019,-1.269473,0.471904,-0.000175,0.000295,-0.000382,-0.785456,-0.349051,3.141550,0.000017,0.000845,-0.000918,-0.756717,2.360101,-0.024725,-1.567699,0.029479,2.704097,-0.010232,0.111900,0.014828,-0.096946,0.012040,0.114020,-0.005758,-0.039066,-0.062826,-0.009292,0.048576,-0.002617,-0.074958,-0.006710,0.032774,-0.124261,82.662122,2.889472,-35.034998,-1.121408,17.699207,0.000047,0.664428,-0.707158,0.241791,-0.664505,-0.707055,-0.241879,0.342006,0.000040,-0.939698
0.250000,1.104018,-1.269470,0.471900,-0.000190,0.000320,-0.000415,-0.785464,-0.349045,3.141544,0.000018,0.000917,-0.000996,-0.755604,2.360249,-0.025690,-1.567579,0.030612,2.704039,-0.010619,0.111276,0.014739,-0.096466,0.012021,0.113272,-0.005824,-0.038736,-0.062370,-0.008856,0.048002,-0.001960,-0.074746,-0.006556,0.033014,-0.123488,82.656881,2.853329,-35.033289,-1.123654,17.699061,0.000047,0.664425,-0.707165,0.241780,-0.664512,-0.707049,-0.241881,0.342000,0.000046,-0.939700
0.260000,1.104016,-1.269466,0.471896,-0.000205,0.000346,-0.000449,-0.785472,-0.349038,3.141537,0.000020,0.000992,-0.001078,-0.754497,2.360395,-0.026650,-1.567459,0.031737,2.703980,-0.011003,0.110657,0.014655,-0.095992,0.012008,0.112527,-0.005888,-0.038404,-0.061913,-0.008424,0.047430,-0.001305,-0.074536,-0.006404,0.033255,-0.122715,82.651610,2.817396,-35.031562,-1.125873,17.698918,0.000047,0.664421,-0.707172,0.241769,-0.664519,-0.707041,-0.241884,0.341994,0.000053,-0.939702
0.270000,1.104013,-1.269463,0.471891,-0.000221,0.000373,-0.000484,-0.785480,-0.349031,3.141529,0.000021,0.001070,-0.001162,-0.753397,2.360541,-0.027605,-1.567339,0.032855,2.703920,-0.011384,0.110043,0.014575,-0.095523,0.012001,0.111784,-0.005951,-0.038069,-0.061455,-0.007993,0.046858,-0.000652,-0.074327,-0.006254,0.033496,-0.121943,82.646307,2.781671,-35.029818,-1.128064,17.698779,0.000047,0.664417,-0.707180,0.241756,-0.664526,-0.707033,-0.241886,0.341987,0.000060,-0.939705
0.280000,1.104011,-1.269459,0.471886,-0.000238,0.000401,-0.000520,-0.785490,-0.349023,3.141521,0.000023,0.001150,-0.001249,-0.752303,2.360686,-0.028555,-1.567219,0.033965,2.703860,-0.011761,0.109433,0.014500,-0.095060,0.012001,0.111042,-0.006012,-0.037731,-0.060997,-0.007565,0.046287,0.000000,-0.074120,-0.006105,0.033737,-0.121171,82.640971,2.746151,-35.028057,-1.130226,17.698643,0.000048,0.664413,-0.707189,0.241743,-0.664534,-0.707025,-0.241889,0.341979,0.000068,-0.939707
0.290000,1.104009,-1.269455,0.471881,-0.000255,0.000430,-0.000558,-0.785500,-0.349014,3.141512,0.000025,0.001234,-0.001340,-0.751214,2.360830,-0.029501,-1.567099,0.035068,2.703800,-0.012135,0.108827,0.014428,-0.094603,0.012008,0.110303,-0.006071,-0.037391,-0.060539,-0.007140,0.045717,0.000650,-0.073915,-0.005959,0.033978,-0.120400,82.635600,2.710836,-35.026279,-1.132359,17.698510,0.000048,0.664408,-0.707198,0.241729,-0.664543,-0.707016,-0.241892,0.341971,0.000076,-0.939710
0.300000,1.104006,-1.269450,0.471875,-0.000273,0.000460,-0.000597,-0.785510,-0.349005,3.141503,0.000026,0.001320,-0.001434,-0.750132,2.360974,-0.030443,-1.566979,0.036164,2.703738,-0.012506,0.108226,0.014361,-0.094152,0.012020,0.109566,-0.006129,-0.037049,-0.060080,-0.006717,0.045148,0.001298,-0.073712,-0.005814,0.034219,-0.119629,82.630195,2.675722,-35.024484,-1.134462,17.698382,0.000048,0.664403,-0.707208,0.241713,-0.664552,-0.707006,-0.241895,0.341963,0.000085,-0.939714
0.310000,1.104003,-1.269446,0.471869,-0.000292,0.000492,-0.000637,-0.785522,-0.348995,3.141493,0.000028,0.001409,-0.001531,-0.749056,2.361117,-0.031380,-1.566858,0.037252,2.703676,-0.012873,0.107630,0.014298,-0.093706,0.012040,0.108831,-0.006186,-0.036705,-0.059621,-0.006297,0.044580,0.001945,-0.073510,-0.005671,0.034460,-0.118859,82.624752,2.640809,-35.022671,-1.136535,17.698256,0.000048,0.664398,-0.707218,0.241697,-0.664562,-0.706995,-0.241898,0.341953,0.000094,-0.939717
0.320000,1.104000,-1.269441,0.471862,-0.000311,0.000524,-0.000679,-0.785534,-0.348984,3.141482,0.000030,0.001502,-0.001631,-0.747985,2.361259,-0.032313,-1.566738,0.038333,2.703614,-0.013236,0.107039,0.014239,-0.093266,0.012066,0.108098,-0.006241,-0.036358,-0.059162,-0.005879,0.044014,0.002590,-0.073310,-0.005529,0.034701,-0.118089,82.619273,2.606095,-35.020842,-1.138578,17.698135,0.000048,0.664393,-0.707229,0.241679,-0.664573,-0.706984,-0.241902,0.341944,0.000104,-0.939720
0.330000,1.103997,-1.269435,0.471855,-0.000331,0.000557,-0.000722,-0.785547,-0.348973,3.141470,0.000032,0.001597,-0.001735,-0.746921,2.361401,-0.033241,-1.566617,0.039407,2.703551,-0.013596,0.106452,0.014185,-0.092831,0.012098,0.107367,-0.006295,-0.036008,-0.058702,-0.005464,0.043448,0.003233,-0.073112,-0.005390,0.034942,-0.117321,82.613754,2.571577,-35.018997,-1.140589,17.698018,0.000048,0.664387,-0.707241,0.241661,-0.664584,-0.706972,-0.241906,0.341933,0.000115,-0.939724
0.340000,1.103994,-1.269429,0.471848,-0.000351,0.000591,-0.000767,-0.785560,-0.348961,3.141458,0.000034,0.001695,-0.001841,-0.745862,2.361542,-0.034165,-1.566495,0.040473,2.703488,-0.013953,0.105869,0.014134,-0.092402,0.012137,0.106638,-0.006348,-0.035656,-0.058242,-0.005051,0.042883,0.003874,-0.072916,-0.005252,0.035183,-0.116553,82.608196,2.537254,-35.017134,-1.142568,17.697905,0.000048,0.664381,-0.707254,0.241641,-0.664596,-0.706960,-0.241910,0.341922,0.000126,-0.939728
0.350000,1.103990,-1.269423,0.471840,-0.000372,0.000626,-0.000812,-0.785575,-0.348949,3.141445,0.000036,0.001796,-0.001951,-0.744809,2.361683,-0.035085,-1.566374,0.041532,2.703424,-0.014306,0.105291,0.014088,-0.091979,0.012182,0.105910,-0.006399,-0.035302,-0.057781,-0.004640,0.042319,0.004514,-0.072721,-0.005116,0.035425,-0.115785,82.602596,2.503125,-35.015255,-1.144515,17.697796,0.000048,0.664374,-0.707267,0.241620,-0.664609,-0.706946,-0.241914,0.341910,0.000138,-0.939733
0.360000,1.103986,-1.269417,0.471832,-0.000393,0.000663,-0.000859,-0.785590,-0.348935,3.141432,0.000038,0.001900,-0.002064,-0.743762,2.361824,-0.036000,-1.566251,0.042584,2.703359,-0.014655,0.104718,0.014045,-0.091562,0.012234,0.105185,-0.006449,-0.034946,-0.057321,-0.004232,0.041757,0.005152,-0.072529,-0.004982,0.035666,-0.115019,82.596954,2.469187,-35.013359,-1.146430,17.697691,0.000048,0.664367,-0.707282,0.241598,-0.664622,-0.706932,-0.241918,0.341898,0.000151,-0.939737
0.370000,1.103982,-1.269410,0.471823,-0.000415,0.000700,-0.000908,-0.785607,-0.348921,3.141417,0.000040,0.002007,-0.002180,-0.742721,2.361964,-0.036912,-1.566128,0.043629,2.703294,-0.015001,0.104150,0.014007,-0.091150,0.012291,0.104462,-0.006497,-0.034586,-0.056860,-0.003826,0.041195,0.005788,-0.072338,-0.004850,0.035907,-0.114253,82.591268,2.435439,-35.011446,-1.148311,17.697591,0.000049,0.664359,-0.707297,0.241574,-0.664636,-0.706917,-0.241923,0.341884,0.000165,-0.939742
0.380000,1.103978,-1.269403,0.471813,-0.000438,0.000738,-0.000957,-0.785624,-0.348907,3.141402,0.000043,0.002116,-0.002299,-0.741685,2.362104,-0.037819,-1.566005,0.044666,2.703229,-0.015343,0.103586,0.013973,-0.090743,0.012356,0.103740,-0.006544,-0.034225,-0.056399,-0.003422,0.040635,0.006423,-0.072149,-0.004720,0.036148,-0.113488,82.585538,2.401879,-35.009517,-1.150158,17.697496,0.000049,0.664352,-0.707312,0.241550,-0.664651,-0.706901,-0.241928,0.341870,0.000179,-0.939747
0.390000,1.103973,-1.269395,0.471804,-0.000462,0.000777,-0.001008,-0.785642,-0.348891,3.141386,0.000045,0.002229,-0.002421,-0.740655,2.362243,-0.038723,-1.565881,0.045696,2.703163,-0.015682,0.103026,0.013943,-0.090343,0.012426,0.103021,-0.006590,-0.033861,-0.055938,-0.003021,0.040075,0.007056,-0.071961,-0.004591,0.036389,-0.112724,82.579761,2.368505,-35.007571,-1.151971,17.697405,0.000049,0.664343,-0.707329,0.241523,-0.664667,-0.706884,-0.241933,0.341856,0.000194,-0.939752
0.400000,1.103969,-1.269387,0.471793,-0.000485,0.000818,-0.001060,-0.785661,-0.348874,3.141369,0.000047,0.002344,-0.002547,-0.739630,2.362382,-0.039622,-1.565756,0.046719,2.703096,-0.016017,0.102471,0.013917,-0.089947,0.012503,0.102303,-0.006635,-0.033495,-0.055477,-0.002622,0.039517,0.007687,-0.071775,-0.004464,0.036631,-0.111961,82.573938,2.335316,-35.005609,-1.153748,17.697320,0.000049,0.664335,-0.707347,0.241496,-0.664684,-0.706867,-0.241939,0.341840,0.000210,-0.939758
0.410000,1.103964,-1.269379,0.471782,-0.000510,0.000859,-0.001114,-0.785681,-0.348857,3.141352,0.000050,0.002463,-0.002675,-0.738611,2.362521,-0.040518,-1.565630,0.047735,2.703030,-0.016348,0.101921,0.013894,-0.089558,0.012586,0.101587,-0.006678,-0.033126,-0.055016,-0.002225,0.038960,0.008316,-0.071592,-0.004339,0.036872,-0.111199,82.568066,2.302310,-35.003630,-1.155491,17.697239,0.000049,0.664326,-0.707365,0.241467,-0.664701,-0.706848,-0.241945,0.341824,0.000227,-0.939764
0.420000,1.103958,-1.269370,0.471771,-0.000535,0.000901,-0.001169,-0.785702,-0.348839,3.141333,0.000052,0.002584,-0.002807,-0.737597,2.362660,-0.041410,-1.565503,0.048744,2.702962,-0.016676,0.101376,0.013876,-0.089174,0.012676,0.100873,-0.006721,-0.032755,-0.054555,-0.001830,0.038404,0.008944,-0.071409,-0.004216,0.037113,-0.110438,82.562145,2.269484,-35.001634,-1.157198,17.697163,0.000049,0.664316,-0.707384,0.241437,-0.664720,-0.706829,-0.241951,0.341807,0.000244,-0.939770
0.430000,1.103953,-1.269361,0.471759,-0.000561,0.000945,-0.001225,-0.785724,-0.348820,3.141313,0.000055,0.002708,-0.002942,-0.736589,2.362799,-0.042298,-1.565375,0.049746,2.702895,-0.017000,0.100835,0.013862,-0.088795,0.012771,0.100161,-0.006762,-0.032381,-0.054094,-0.001438,0.037849,0.009569,-0.071229,-0.004094,0.037354,-0.109678,82.556173,2.236838,-34.999622,-1.158868,17.697093,0.000049,0.664306,-0.707405,0.241405,-0.664739,-0.706809,-0.241957,0.341789,0.000262,-0.939777
0.440000,1.103947,-1.269351,0.471746,-0.000587,0.000989,-0.001282,-0.785747,-0.348800,3.141293,0.000057,0.002835,-0.003080,-0.735586,2.362937,-0.043182,-1.565246,0.050740,2.702827,-0.017320,0.100298,0.013851,-0.088422,0.012873,0.099450,-0.006801,-0.032005,-0.053633,-0.001047,0.037295,0.010193,-0.071050,-0.003975,0.037596,-0.108919,82.550149,2.204370,-34.997594,-1.160501,17.697028,0.000049,0.664295,-0.707426,0.241372,-0.664759,-0.706787,-0.241964,0.341770,0.000282,-0.939784
0.450000,1.103941,-1.269341,0.471733,-0.000614,0.001034,-0.001341,-0.785771,-0.348779,3.141272,0.000060,0.002965,-0.003221,-0.734588,2.363075,-0.044062,-1.565117,0.051727,2.702758,-0.017636,0.099767,0.013845,-0.088055,0.012981,0.098741,-0.006840,-0.031627,-0.053172,-0.000659,0.036742,0.010816,-0.070873,-0.003857,0.037837,-0.108160,82.544071,2.172078,-34.995549,-1.162097,17.696969,0.000050,0.664284,-0.707448,0.241337,-0.664780,-0.706765,-0.241971,0.341750,0.000302,-0.939791
0.460000,1.103935,-1.269331,0.471720,-0.000641,0.001081,-0.001401,-0.785797,-0.348757,3.141249,0.000063,0.003098,-0.003365,-0.733595,2.363214,-0.044939,-1.564986,0.052708,2.702690,-0.017948,0.099240,0.013842,-0.087693,0.013096,0.098034,-0.006877,-0.031246,-0.052711,-0.000273,0.036190,0.011436,-0.070698,-0.003741,0.038078,-0.107403,82.537940,2.139960,-34.993487,-1.163654,17.696915,0.000050,0.664273,-0.707471,0.241300,-0.664803,-0.706742,-0.241979,0.341730,0.000323,-0.939798
0.470000,1.103928,-1.269319,0.471705,-0.000670,0.001128,-0.001463,-0.785823,-0.348734,3.141226,0.000066,0.003234,-0.003512,-0.732608,2.363352,-0.045813,-1.564854,0.053681,2.702621,-0.018257,0.098717,0.013843,-0.087337,0.013216,0.097329,-0.006914,-0.030863,-0.052250,0.000111,0.035640,0.012055,-0.070525,-0.003627,0.038320,-0.106648,82.531753,2.108015,-34.991409,-1.165174,17.696867,0.000050,0.664261,-0.707496,0.241262,-0.664826,-0.706717,-0.241986,0.341708,0.000345,-0.939806
0.480000,1.103922,-1.269308,0.471690,-0.000698,0.001176,-0.001525,-0.785851,-0.348710,3.141202,0.000069,0.003373,-0.003663,-0.731626,2.363491,-0.046682,-1.564720,0.054647,2.702551,-0.018562,0.098199,0.013848,-0.086986,0.013343,0.096626,-0.006949,-0.030477,-0.051789,0.000493,0.035091,0.012672,-0.070353,-0.003515,0.038561,-0.105893,82.525508,2.076241,-34.989314,-1.166654,17.696825,0.000050,0.664248,-0.707521,0.241222,-0.664850,-0.706692,-0.241994,0.341686,0.000368,-0.939814
0.490000,1.103914,-1.269296,0.471675,-0.000728,0.001226,-0.001589,-0.785879,-0.348685,3.141176,0.000071,0.003514,-0.003817,-0.730649,2.363629,-0.047549,-1.564585,0.055607,2.702481,-0.018863,0.097686,0.013857,-0.086640,0.013476,0.095924,-0.006983,-0.030089,-0.051328,0.000874,0.034543,0.013287,-0.070183,-0.003404,0.038802,-0.105139,82.519206,2.044637,-34.987202,-1.168095,17.696789,0.000050,0.664235,-0.707548,0.241181,-0.664875,-0.706666,-0.242003,0.341663,0.000391,-0.939823
